"Character","Rarity","Skill Name","Skill Level","Skill Description","SP Cost","Initial SP","Skill Duration","Charging Type"
"","","","4","Reduce Defense to 0, Attack +{{atk}:.0%}. Increase activation chance of defense-ignore talent by {talent_scale}x","20","0","23",""
"","","","5","Reduce Defense to 0, Attack +{{atk}:.0%}. Increase activation chance of defense-ignore talent by {talent_scale}x","20","0","23",""
"","","","6","Reduce Defense to 0, Attack +{{atk}:.0%}. Increase activation chance of defense-ignore talent by {talent_scale}x","20","0","23",""
"","","","7","Reduce Defense to 0, Attack +{{atk}:.0%}. Increase activation chance of defense-ignore talent by {talent_scale}x","20","5","26",""
"","","","8","Reduce Defense to 0, Attack +{{atk}:.0%}. Increase activation chance of defense-ignore talent by {talent_scale}x","20","5","27",""
"","","","9","Reduce Defense to 0, Attack +{{atk}:.0%}. Increase activation chance of defense-ignore talent by {talent_scale}x","20","5","28",""
"","","","10","Reduce Defense to 0, Attack +{{atk}:.0%}. Increase activation chance of defense-ignore talent by {talent_scale}x","20","10","30",""
"Flamebringer","5","Blood Oath","1","The next attack has {{atk_scale}:.0%} Attack power and recovers {{hp_ratio}:.0%} Max HP","5","0","0","Regen on attack"
"","","","2","The next attack has {{atk_scale}:.0%} Attack power and recovers {{hp_ratio}:.0%} Max HP","5","0","0",""
"","","","3","The next attack has {{atk_scale}:.0%} Attack power and recovers {{hp_ratio}:.0%} Max HP","5","0","0",""
"","","","4","The next attack has {{atk_scale}:.0%} Attack power and recovers {{hp_ratio}:.0%} Max HP","4","0","0",""
"","","","5","The next attack has {{atk_scale}:.0%} Attack power and recovers {{hp_ratio}:.0%} Max HP","4","0","0",""
"","","","6","The next attack has {{atk_scale}:.0%} Attack power and recovers {{hp_ratio}:.0%} Max HP","4","0","0",""
"","","","7","The next attack has {{atk_scale}:.0%} Attack power and recovers {{hp_ratio}:.0%} Max HP","4","0","0",""
"","","","8","The next attack has {{atk_scale}:.0%} Attack power and recovers {{hp_ratio}:.0%} Max HP","4","0","0",""
"","","","9","The next attack has {{atk_scale}:.0%} Attack power and recovers {{hp_ratio}:.0%} Max HP","3","0","0",""
"","","","10","The next attack has {{atk_scale}:.0%} Attack power and recovers {{hp_ratio}:.0%} Max HP","3","0","0",""
"Flamebringer","5","Blade Demon","1","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}. Infinite duration","60","0","0","Regen on attack"
"","","","2","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}. Infinite duration","58","0","0",""
"","","","3","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}. Infinite duration","56","0","0",""
"","","","4","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}. Infinite duration","54","0","0",""
"","","","5","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}. Infinite duration","52","0","0",""
"","","","6","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}. Infinite duration","50","0","0",""
"","","","7","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}. Infinite duration","48","0","0",""
"","","","8","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}. Infinite duration","46","0","0",""
"","","","9","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}. Infinite duration","44","0","0",""
"","","","10","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}. Infinite duration","40","0","0",""
"Indra","5","Armor-crushing Fist","1","The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy Defense","4","0","0","Regen on attack"
"","","","2","The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy Defense","4","0","0",""
"","","","3","The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy Defense","4","0","0",""
"","","","4","The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy Defense","4","0","0",""
"","","","5","The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy Defense","4","0","0",""
"","","","6","The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy Defense","4","0","0",""
"","","","7","The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy Defense","4","0","0",""
"","","","8","The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy Defense","4","0","0",""
"","","","9","The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy Defense","4","0","0",""
"","","","10","The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy Defense","4","0","0",""
"Indra","5","Soul Rend","1","Attack +{{atk}:.0%}, change damage type to magical damage, every attack recovers HP equal to {{heal_scale}:.0%} of the damage dealt","50","0","25","Regen over time"
"","","","2","Attack +{{atk}:.0%}, change damage type to magical damage, every attack recovers HP equal to {{heal_scale}:.0%} of the damage dealt","50","0","25",""
"","","","3","Attack +{{atk}:.0%}, change damage type to magical damage, every attack recovers HP equal to {{heal_scale}:.0%} of the damage dealt","50","0","25",""
"","","","4","Attack +{{atk}:.0%}, change damage type to magical damage, every attack recovers HP equal to {{heal_scale}:.0%} of the damage dealt","50","5","25",""
"","","","5","Attack +{{atk}:.0%}, change damage type to magical damage, every attack recovers HP equal to {{heal_scale}:.0%} of the damage dealt","50","5","25",""
"","","","6","Attack +{{atk}:.0%}, change damage type to magical damage, every attack recovers HP equal to {{heal_scale}:.0%} of the damage dealt","50","5","25",""
"","","","7","Attack +{{atk}:.0%}, change damage type to magical damage, every attack recovers HP equal to {{heal_scale}:.0%} of the damage dealt","50","10","25",""
"","","","8","Attack +{{atk}:.0%}, change damage type to magical damage, every attack recovers HP equal to {{heal_scale}:.0%} of the damage dealt","50","15","25",""
"","","","9","Attack +{{atk}:.0%}, change damage type to magical damage, every attack recovers HP equal to {{heal_scale}:.0%} of the damage dealt","50","20","25",""
"","","","10","Attack +{{atk}:.0%}, change damage type to magical damage, every attack recovers HP equal to {{heal_scale}:.0%} of the damage dealt","50","25","25",""
"Lappland","5","Sundial","1","Attack +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration","40","0","-1","Regen on attack"
"","","","2","Attack +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration","40","0","-1",""
"","","","3","Attack +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration","40","0","-1",""
"","","","4","Attack +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration","37","0","-1",""
"","","","5","Attack +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration","37","0","-1",""
"","","","6","Attack +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration","37","0","-1",""
"","","","7","Attack +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration","33","0","-1",""
"","","","8","Attack +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration","32","0","-1",""
"","","","9","Attack +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration","31","0","-1",""
"","","","10","Attack +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration","30","0","-1",""
"Lappland","5","Wolf Spirit","1","Attack +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack. Automatic activation","30","0","15","Regen on attack"
"","","","2","Attack +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack. Automatic activation","29","0","15",""
"","","","3","Attack +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack. Automatic activation","28","0","15",""
"","","","4","Attack +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack. Automatic activation","27","0","15",""
"","","","5","Attack +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack. Automatic activation","26","0","15",""
"","","","6","Attack +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack. Automatic activation","25","0","15",""
"","","","7","Attack +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack. Automatic activation","24","0","17",""
"","","","8","Attack +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack. Automatic activation","22","0","17",""
"","","","9","Attack +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack. Automatic activation","20","0","17",""
"","","","10","Attack +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack. Automatic activation","17","0","20",""
"Bibeak","5","Feather Blades","1","The next attack has {{atk_scale}:.0%} Attack power and deals {{ranged@atk_scale}:.0%} magic damage to another enemy ahead","5","0","0","Regen on attack"
"","","","2","The next attack has {{atk_scale}:.0%} Attack power and deals {{ranged@atk_scale}:.0%} magic damage to another enemy ahead","5","0","0",""
"","","","3","The next attack has {{atk_scale}:.0%} Attack power and deals {{ranged@atk_scale}:.0%} magic damage to another enemy ahead","5","0","0",""
"","","","4","The next attack has {{atk_scale}:.0%} Attack power and deals {{ranged@atk_scale}:.0%} magic damage to another enemy ahead","4","0","0",""
"","","","5","The next attack has {{atk_scale}:.0%} Attack power and deals {{ranged@atk_scale}:.0%} magic damage to another enemy ahead","4","0","0",""
"","","","6","The next attack has {{atk_scale}:.0%} Attack power and deals {{ranged@atk_scale}:.0%} magic damage to another enemy ahead","4","0","0",""
"","","","7","The next attack has {{atk_scale}:.0%} Attack power and deals {{ranged@atk_scale}:.0%} magic damage to another enemy ahead","3","0","0",""
"","","","8","The next attack has {{atk_scale}:.0%} Attack power and deals {{ranged@atk_scale}:.0%} magic damage to another enemy ahead","3","0","0",""
"","","","9","The next attack has {{atk_scale}:.0%} Attack power and deals {{ranged@atk_scale}:.0%} magic damage to another enemy ahead","3","0","0",""
"","","","10","The next attack has {{atk_scale}:.0%} Attack power and deals {{ranged@atk_scale}:.0%} magic damage to another enemy ahead","2","0","0",""
"Bibeak","5","Divergent Sword Slash","1","Deal {{atk_scale}:.0%} magic damage to up to {{max_target}:.0f} enemies ahead and stun them for {stun} seconds. Can hold 3 charges","12","0","0","Regen on attack"
"","","","2","Deal {{atk_scale}:.0%} magic damage to up to {{max_target}:.0f} enemies ahead and stun them for {stun} seconds. Can hold 3 charges","12","0","0",""
"","","","3","Deal {{atk_scale}:.0%} magic damage to up to {{max_target}:.0f} enemies ahead and stun them for {stun} seconds. Can hold 3 charges","12","0","0",""
"","","","4","Deal {{atk_scale}:.0%} magic damage to up to {{max_target}:.0f} enemies ahead and stun them for {stun} seconds. Can hold 3 charges","11","1","0",""
"","","","5","Deal {{atk_scale}:.0%} magic damage to up to {{max_target}:.0f} enemies ahead and stun them for {stun} seconds. Can hold 3 charges","11","1","0",""
"","","","6","Deal {{atk_scale}:.0%} magic damage to up to {{max_target}:.0f} enemies ahead and stun them for {stun} seconds. Can hold 3 charges","11","1","0",""
"","","","7","Deal {{atk_scale}:.0%} magic damage to up to {{max_target}:.0f} enemies ahead and stun them for {stun} seconds. Can hold 3 charges","10","2","0",""
"","","","8","Deal {{atk_scale}:.0%} magic damage to up to {{max_target}:.0f} enemies ahead and stun them for {stun} seconds. Can hold 3 charges","9","3","0",""
"","","","9","Deal {{atk_scale}:.0%} magic damage to up to {{max_target}:.0f} enemies ahead and stun them for {stun} seconds. Can hold 3 charges","8","4","0",""
"","","","10","Deal {{atk_scale}:.0%} magic damage to up to {{max_target}:.0f} enemies ahead and stun them for {stun} seconds. Can hold 3 charges","7","5","0",""
"Specter","5","Attack Strengthening·Type γ","1","Attack +{{atk}:.0%}","40","0","30","Regen over time"
"","","","2","Attack +{{atk}:.0%}","40","0","30",""
"","","","3","Attack +{{atk}:.0%}","40","0","30",""
"","","","4","Attack +{{atk}:.0%}","37","5","30",""
"","","","5","Attack +{{atk}:.0%}","37","5","30",""
"","","","6","Attack +{{atk}:.0%}","37","5","30",""
"","","","7","Attack +{{atk}:.0%}","35","10","30",""
"","","","8","Attack +{{atk}:.0%}","34","10","30",""
"","","","9","Attack +{{atk}:.0%}","33","10","30",""
"","","","10","Attack +{{atk}:.0%}","30","15","30",""
"Specter","5","Fractured Body","1","Prevents the operator's HP from falling below 1 while the skill is active, Attack +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends","45","20","10","Regen over time"
"","","","2","Prevents the operator's HP from falling below 1 while the skill is active, Attack +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends","45","20","10",""
"","","","3","Prevents the operator's HP from falling below 1 while the skill is active, Attack +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends","45","20","10",""
"","","","4","Prevents the operator's HP from falling below 1 while the skill is active, Attack +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends","45","25","11",""
"","","","5","Prevents the operator's HP from falling below 1 while the skill is active, Attack +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends","45","25","11",""
"","","","6","Prevents the operator's HP from falling below 1 while the skill is active, Attack +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends","45","25","11",""
"","","","7","Prevents the operator's HP from falling below 1 while the skill is active, Attack +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends","43","30","12",""
"","","","8","Prevents the operator's HP from falling below 1 while the skill is active, Attack +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends","42","30","13",""
"","","","9","Prevents the operator's HP from falling below 1 while the skill is active, Attack +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends","41","30","14",""
"","","","10","Prevents the operator's HP from falling below 1 while the skill is active, Attack +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends","40","35","15",""
"Broca","5","Electrify","1","Attack +{{atk}:.0%}, normal attacks deal magical damage","50","0","25","Regen over time"
"","","","2","Attack +{{atk}:.0%}, normal attacks deal magical damage","50","1","25",""
"","","","3","Attack +{{atk}:.0%}, normal attacks deal magical damage","50","2","25",""
"","","","4","Attack +{{atk}:.0%}, normal attacks deal magical damage","50","5","26",""
"","","","5","Attack +{{atk}:.0%}, normal attacks deal magical damage","50","6","26",""
"","","","6","Attack +{{atk}:.0%}, normal attacks deal magical damage","50","7","26",""
"","","","7","Attack +{{atk}:.0%}, normal attacks deal magical damage","50","10","27",""
"","","","8","Attack +{{atk}:.0%}, normal attacks deal magical damage","50","13","28",""
"","","","9","Attack +{{atk}:.0%}, normal attacks deal magical damage","50","16","29",""
"","","","10","Attack +{{atk}:.0%}, normal attacks deal magical damage","50","20","30",""
"Broca","5","High Voltage Current","1","Increase attack interval (+{{base_attack_time}:.0%}), increase attack range, Attack +{{atk}:.0%}, normal attacks deal magical damage and slow the enemies for {attack@sluggish} seconds. Operator is stunned for {{stun}:.0f} seconds after the skill ends","45","10","25","Regen over time"
"","","","2","Increase attack interval (+{{base_attack_time}:.0%}), increase attack range, Attack +{{atk}:.0%}, normal attacks deal magical damage and slow the enemies for {attack@sluggish} seconds. Operator is stunned for {{stun}:.0f} seconds after the skill ends","44","11","25",""
"","","","3","Increase attack interval (+{{base_attack_time}:.0%}), increase attack range, Attack +{{atk}:.0%}, normal attacks deal magical damage and slow the enemies for {attack@sluggish} seconds. Operator is stunned for {{stun}:.0f} seconds after the skill ends","43","12","25",""
"","","","4","Increase attack interval (+{{base_attack_time}:.0%}), increase attack range, Attack +{{atk}:.0%}, normal attacks deal magical damage and slow the enemies for {attack@sluggish} seconds. Operator is stunned for {{stun}:.0f} seconds after the skill ends","42","13","25",""
"","","","5","Increase attack interval (+{{base_attack_time}:.0%}), increase attack range, Attack +{{atk}:.0%}, normal attacks deal magical damage and slow the enemies for {attack@sluggish} seconds. Operator is stunned for {{stun}:.0f} seconds after the skill ends","41","14","25",""
"","","","6","Increase attack interval (+{{base_attack_time}:.0%}), increase attack range, Attack +{{atk}:.0%}, normal attacks deal magical damage and slow the enemies for {attack@sluggish} seconds. Operator is stunned for {{stun}:.0f} seconds after the skill ends","40","15","25",""
"","","","7","Increase attack interval (+{{base_attack_time}:.0%}), increase attack range, Attack +{{atk}:.0%}, normal attacks deal magical damage and slow the enemies for {attack@sluggish} seconds. Operator is stunned for {{stun}:.0f} seconds after the skill ends","39","16","25",""
"","","","8","Increase attack interval (+{{base_attack_time}:.0%}), increase attack range, Attack +{{atk}:.0%}, normal attacks deal magical damage and slow the enemies for {attack@sluggish} seconds. Operator is stunned for {{stun}:.0f} seconds after the skill ends","38","17","25",""
"","","","9","Increase attack interval (+{{base_attack_time}:.0%}), increase attack range, Attack +{{atk}:.0%}, normal attacks deal magical damage and slow the enemies for {attack@sluggish} seconds. Operator is stunned for {{stun}:.0f} seconds after the skill ends","37","18","25",""
"","","","10","Increase attack interval (+{{base_attack_time}:.0%}), increase attack range, Attack +{{atk}:.0%}, normal attacks deal magical damage and slow the enemies for {attack@sluggish} seconds. Operator is stunned for {{stun}:.0f} seconds after the skill ends","35","20","25",""
"Astesia","5","Constellation Guardian","1","Attack +{{atk}:.0%}, Defense +{{def}:.0%}","40","0","30","Regen over time"
"","","","2","Attack +{{atk}:.0%}, Defense +{{def}:.0%}","39","0","30",""
"","","","3","Attack +{{atk}:.0%}, Defense +{{def}:.0%}","38","0","30",""
"","","","4","Attack +{{atk}:.0%}, Defense +{{def}:.0%}","37","3","30",""
"","","","5","Attack +{{atk}:.0%}, Defense +{{def}:.0%}","36","3","30",""
"","","","6","Attack +{{atk}:.0%}, Defense +{{def}:.0%}","35","3","30",""
"","","","7","Attack +{{atk}:.0%}, Defense +{{def}:.0%}","34","6","30",""
"","","","8","Attack +{{atk}:.0%}, Defense +{{def}:.0%}","33","7","30",""
"","","","9","Attack +{{atk}:.0%}, Defense +{{def}:.0%}","32","8","30",""
"","","","10","Attack +{{atk}:.0%}, Defense +{{def}:.0%}","30","10","30",""
"Astesia","5","Starlight Blade","1","Attack +{{atk}:.0%}, Defense +{{def}:.0%}, Block count +{{block_cnt}:.0f}, attack multiple enemies equal to Block count","30","0","10","Regen over time"
"","","","2","Attack +{{atk}:.0%}, Defense +{{def}:.0%}, Block count +{{block_cnt}:.0f}, attack multiple enemies equal to Block count","30","1","10",""
"","","","3","Attack +{{atk}:.0%}, Defense +{{def}:.0%}, Block count +{{block_cnt}:.0f}, attack multiple enemies equal to Block count","30","2","10",""
"","","","4","Attack +{{atk}:.0%}, Defense +{{def}:.0%}, Block count +{{block_cnt}:.0f}, attack multiple enemies equal to Block count","27","3","11",""
"","","","5","Attack +{{atk}:.0%}, Defense +{{def}:.0%}, Block count +{{block_cnt}:.0f}, attack multiple enemies equal to Block count","27","4","11",""
"","","","6","Attack +{{atk}:.0%}, Defense +{{def}:.0%}, Block count +{{block_cnt}:.0f}, attack multiple enemies equal to Block count","27","5","11",""
"","","","7","Attack +{{atk}:.0%}, Defense +{{def}:.0%}, Block count +{{block_cnt}:.0f}, attack multiple enemies equal to Block count","24","6","12",""
"","","","8","Attack +{{atk}:.0%}, Defense +{{def}:.0%}, Block count +{{block_cnt}:.0f}, attack multiple enemies equal to Block count","23","7","13",""
"","","","9","Attack +{{atk}:.0%}, Defense +{{def}:.0%}, Block count +{{block_cnt}:.0f}, attack multiple enemies equal to Block count","22","8","14",""
"","","","10","Attack +{{atk}:.0%}, Defense +{{def}:.0%}, Block count +{{block_cnt}:.0f}, attack multiple enemies equal to Block count","20","10","15",""
"Sideroca","5","Health Recovery·Type γ","1","Immediately recover {{heal_scale}:.0%} of Max HP","30","5","0","Regen over time"
"","","","2","Immediately recover {{heal_scale}:.0%} of Max HP","29","5","0",""
"","","","3","Immediately recover {{heal_scale}:.0%} of Max HP","28","5","0",""
"","","","4","Immediately recover {{heal_scale}:.0%} of Max HP","27","8","0",""
"","","","5","Immediately recover {{heal_scale}:.0%} of Max HP","26","8","0",""
"","","","6","Immediately recover {{heal_scale}:.0%} of Max HP","25","8","0",""
"","","","7","Immediately recover {{heal_scale}:.0%} of Max HP","24","9","0",""
"","","","8","Immediately recover {{heal_scale}:.0%} of Max HP","23","10","0",""
"","","","9","Immediately recover {{heal_scale}:.0%} of Max HP","22","11","0",""
"","","","10","Immediately recover {{heal_scale}:.0%} of Max HP","20","12","0",""
"Sideroca","5","Breaker Recovery","1","Reduce attack range, Attack +{{atk}:.0%} Attack power, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","40","10","25","Regen over time"
"","","","2","Reduce attack range, Attack +{{atk}:.0%} Attack power, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","39","10","25",""
"","","","3","Reduce attack range, Attack +{{atk}:.0%} Attack power, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","38","10","25",""
"","","","4","Reduce attack range, Attack +{{atk}:.0%} Attack power, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","37","10","26",""
"","","","5","Reduce attack range, Attack +{{atk}:.0%} Attack power, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","36","10","26",""
"","","","6","Reduce attack range, Attack +{{atk}:.0%} Attack power, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","35","10","26",""
"","","","7","Reduce attack range, Attack +{{atk}:.0%} Attack power, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","34","10","27",""
"","","","8","Reduce attack range, Attack +{{atk}:.0%} Attack power, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","33","10","28",""
"","","","9","Reduce attack range, Attack +{{atk}:.0%} Attack power, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","32","10","29",""
"","","","10","Reduce attack range, Attack +{{atk}:.0%} Attack power, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","30","10","30",""
"Savage","5","Powerful Strike·Type β","1","The next attack deals {{atk_scale}:.0%} damage","5","0","0","Regen on attack"
"","","","2","The next attack deals {{atk_scale}:.0%} damage","5","0","0",""
"","","","3","The next attack deals {{atk_scale}:.0%} damage","5","0","0",""
"","","","4","The next attack deals {{atk_scale}:.0%} damage","4","0","0",""
"","","","5","The next attack deals {{atk_scale}:.0%} damage","4","0","0",""
"","","","6","The next attack deals {{atk_scale}:.0%} damage","4","0","0",""
"","","","7","The next attack deals {{atk_scale}:.0%} damage","4","0","0",""
"","","","8","The next attack deals {{atk_scale}:.0%} damage","4","0","0",""
"","","","9","The next attack deals {{atk_scale}:.0%} damage","4","0","0",""
"","","","10","The next attack deals {{atk_scale}:.0%} damage","3","0","0",""
"Savage","5","Millisecond Blasting","1","Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator","20","0","0","Regen on attack"
"","","","2","Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator","20","0","0",""
"","","","3","Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator","20","0","0",""
"","","","4","Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator","20","0","0",""
"","","","5","Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator","20","0","0",""
"","","","6","Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator","20","0","0",""
"","","","7","Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator","19","0","0",""
"","","","8","Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator","19","0","0",""
"","","","9","Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator","18","0","0",""
"","","","10","Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator","17","0","0",""
"SilverAsh","6","Powerful Strike·Type γ","1","The next attack deals {{atk_scale}:.0%} damage","4","0","0","Regen on attack"
"","","","2","The next attack deals {{atk_scale}:.0%} damage","4","0","0",""
"","","","3","The next attack deals {{atk_scale}:.0%} damage","4","0","0",""
"","","","4","The next attack deals {{atk_scale}:.0%} damage","3","0","0",""
"","","","5","The next attack deals {{atk_scale}:.0%} damage","3","0","0",""
"","","","6","The next attack deals {{atk_scale}:.0%} damage","3","0","0",""
"","","","7","The next attack deals {{atk_scale}:.0%} damage","3","0","0",""
"","","","8","The next attack deals {{atk_scale}:.0%} damage","3","0","0",""
"","","","9","The next attack deals {{atk_scale}:.0%} damage","3","0","0",""
"","","","10","The next attack deals {{atk_scale}:.0%} damage","2","0","0",""
"SilverAsh","6","Arctic Law of Survival","1","Can switch between the default state and the following state: Reduce attack range, Defense +{{def}:.0%}, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","5","0","0","Regen over time"
"","","","2","Can switch between the default state and the following state: Reduce attack range, Defense +{{def}:.0%}, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","5","0","0",""
"","","","3","Can switch between the default state and the following state: Reduce attack range, Defense +{{def}:.0%}, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","5","0","0",""
"","","","4","Can switch between the default state and the following state: Reduce attack range, Defense +{{def}:.0%}, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","5","0","0",""
"","","","5","Can switch between the default state and the following state: Reduce attack range, Defense +{{def}:.0%}, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","5","0","0",""
"","","","6","Can switch between the default state and the following state: Reduce attack range, Defense +{{def}:.0%}, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","5","0","0",""
"","","","7","Can switch between the default state and the following state: Reduce attack range, Defense +{{def}:.0%}, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","5","0","0",""
"","","","8","Can switch between the default state and the following state: Reduce attack range, Defense +{{def}:.0%}, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","5","0","0",""
"","","","9","Can switch between the default state and the following state: Reduce attack range, Defense +{{def}:.0%}, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","5","0","0",""
"","","","10","Can switch between the default state and the following state: Reduce attack range, Defense +{{def}:.0%}, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","5","0","0",""
"SilverAsh","6","True Silver Slash","1","Defense {{def}:.0%}, Attack +{{atk}:.0%}, increase attack range and attack up to {{attack@max_target}:.0f} targets simultaneously (treated as melee attacks)","90","50","20","Regen over time"
"","","","2","Defense {{def}:.0%}, Attack +{{atk}:.0%}, increase attack range and attack up to {{attack@max_target}:.0f} targets simultaneously (treated as melee attacks)","90","50","21",""
"","","","3","Defense {{def}:.0%}, Attack +{{atk}:.0%}, increase attack range and attack up to {{attack@max_target}:.0f} targets simultaneously (treated as melee attacks)","90","50","22",""
"","","","4","Defense {{def}:.0%}, Attack +{{atk}:.0%}, increase attack range and attack up to {{attack@max_target}:.0f} targets simultaneously (treated as melee attacks)","90","55","23",""
"","","","5","Defense {{def}:.0%}, Attack +{{atk}:.0%}, increase attack range and attack up to {{attack@max_target}:.0f} targets simultaneously (treated as melee attacks)","90","55","24",""
"","","","6","Defense {{def}:.0%}, Attack +{{atk}:.0%}, increase attack range and attack up to {{attack@max_target}:.0f} targets simultaneously (treated as melee attacks)","90","55","25",""
"","","","7","Defense {{def}:.0%}, Attack +{{atk}:.0%}, increase attack range and attack up to {{attack@max_target}:.0f} targets simultaneously (treated as melee attacks)","90","60","26",""
