"Character","Rarity","Skill Name","Skill Level","Skill Description","SP Cost","Initial SP","Skill Duration","Charging Type"
"","","","3","Increase attack range. All allies within attack range gain {{prob}:.0%} physical evasion","80","44","31",""
"","","","4","Increase attack range. All allies within attack range gain {{prob}:.0%} physical evasion","80","46","34",""
"","","","5","Increase attack range. All allies within attack range gain {{prob}:.0%} physical evasion","80","48","37",""
"","","","6","Increase attack range. All allies within attack range gain {{prob}:.0%} physical evasion","80","50","40",""
"","","","7","Increase attack range. All allies within attack range gain {{prob}:.0%} physical evasion","80","52","43",""
"","","","8","Increase attack range. All allies within attack range gain {{prob}:.0%} physical evasion","80","54","47",""
"","","","9","Increase attack range. All allies within attack range gain {{prob}:.0%} physical evasion","80","56","51",""
"","","","10","Increase attack range. All allies within attack range gain {{prob}:.0%} physical evasion","80","60","55",""
"Earthspirit","4","Attack Strengthening·Type β","1","Attack +{{atk}:.0%}","40","0","25","Regen over time"
"","","","2","Attack +{{atk}:.0%}","40","0","25",""
"","","","3","Attack +{{atk}:.0%}","40","0","25",""
"","","","4","Attack +{{atk}:.0%}","37","0","25",""
"","","","5","Attack +{{atk}:.0%}","37","0","25",""
"","","","6","Attack +{{atk}:.0%}","37","0","25",""
"","","","7","Attack +{{atk}:.0%}","37","5","25",""
"","","","8","Attack +{{atk}:.0%}","37","5","25",""
"","","","9","Attack +{{atk}:.0%}","37","5","25",""
"","","","10","Attack +{{atk}:.0%}","35","10","25",""
"Earthspirit","4","Quicksand","1","Stops attacking enemies. All enemies within attack range get slowed once every {interval} seconds","60","0","25","Regen over time"
"","","","2","Stops attacking enemies. All enemies within attack range get slowed once every {interval} seconds","58","0","25",""
"","","","3","Stops attacking enemies. All enemies within attack range get slowed once every {interval} seconds","56","0","25",""
"","","","4","Stops attacking enemies. All enemies within attack range get slowed once every {interval} seconds","54","5","25",""
"","","","5","Stops attacking enemies. All enemies within attack range get slowed once every {interval} seconds","52","5","25",""
"","","","6","Stops attacking enemies. All enemies within attack range get slowed once every {interval} seconds","50","5","25",""
"","","","7","Stops attacking enemies. All enemies within attack range get slowed once every {interval} seconds","48","10","25",""
"","","","8","Stops attacking enemies. All enemies within attack range get slowed once every {interval} seconds","46","10","25",""
"","","","9","Stops attacking enemies. All enemies within attack range get slowed once every {interval} seconds","44","10","25",""
"","","","10","Stops attacking enemies. All enemies within attack range get slowed once every {interval} seconds","40","15","25",""
"Podenco","4","Floral Therapy","1","Attack +{{atk}:.0%}, attacks change to healing allies","35","0","20","Regen over time"
"","","","2","Attack +{{atk}:.0%}, attacks change to healing allies","34","1","20",""
"","","","3","Attack +{{atk}:.0%}, attacks change to healing allies","33","2","20",""
"","","","4","Attack +{{atk}:.0%}, attacks change to healing allies","32","3","21",""
"","","","5","Attack +{{atk}:.0%}, attacks change to healing allies","31","4","21",""
"","","","6","Attack +{{atk}:.0%}, attacks change to healing allies","30","5","21",""
"","","","7","Attack +{{atk}:.0%}, attacks change to healing allies","29","6","22",""
"","","","8","Attack +{{atk}:.0%}, attacks change to healing allies","28","7","23",""
"","","","9","Attack +{{atk}:.0%}, attacks change to healing allies","27","8","24",""
"","","","10","Attack +{{atk}:.0%}, attacks change to healing allies","25","10","25",""
"Podenco","4","Spore Proliferation","1","Immediately throw a small bottle which releases a spore cluster that lasts for {{projectile_delay_time}:.0f} seconds upon impact. The spores will slow all enemies within, seal their special abilities and deal {{atk_scale}:.0%} magic damage every second","35","10","0","Regen over time"
"","","","2","Immediately throw a small bottle which releases a spore cluster that lasts for {{projectile_delay_time}:.0f} seconds upon impact. The spores will slow all enemies within, seal their special abilities and deal {{atk_scale}:.0%} magic damage every second","34","10","0",""
"","","","3","Immediately throw a small bottle which releases a spore cluster that lasts for {{projectile_delay_time}:.0f} seconds upon impact. The spores will slow all enemies within, seal their special abilities and deal {{atk_scale}:.0%} magic damage every second","33","10","0",""
"","","","4","Immediately throw a small bottle which releases a spore cluster that lasts for {{projectile_delay_time}:.0f} seconds upon impact. The spores will slow all enemies within, seal their special abilities and deal {{atk_scale}:.0%} magic damage every second","32","10","0",""
"","","","5","Immediately throw a small bottle which releases a spore cluster that lasts for {{projectile_delay_time}:.0f} seconds upon impact. The spores will slow all enemies within, seal their special abilities and deal {{atk_scale}:.0%} magic damage every second","31","10","0",""
"","","","6","Immediately throw a small bottle which releases a spore cluster that lasts for {{projectile_delay_time}:.0f} seconds upon impact. The spores will slow all enemies within, seal their special abilities and deal {{atk_scale}:.0%} magic damage every second","30","10","0",""
"","","","7","Immediately throw a small bottle which releases a spore cluster that lasts for {{projectile_delay_time}:.0f} seconds upon impact. The spores will slow all enemies within, seal their special abilities and deal {{atk_scale}:.0%} magic damage every second","29","10","0",""
"","","","8","Immediately throw a small bottle which releases a spore cluster that lasts for {{projectile_delay_time}:.0f} seconds upon impact. The spores will slow all enemies within, seal their special abilities and deal {{atk_scale}:.0%} magic damage every second","27","10","0",""
"","","","9","Immediately throw a small bottle which releases a spore cluster that lasts for {{projectile_delay_time}:.0f} seconds upon impact. The spores will slow all enemies within, seal their special abilities and deal {{atk_scale}:.0%} magic damage every second","25","10","0",""
"","","","10","Immediately throw a small bottle which releases a spore cluster that lasts for {{projectile_delay_time}:.0f} seconds upon impact. The spores will slow all enemies within, seal their special abilities and deal {{atk_scale}:.0%} magic damage every second","23","10","0",""
"Mayer","5","Confusing Device","1","All mechanical otters gain {{prob}:.0%} physical and magic evasion","0","0","0","Passive"
"","","","2","All mechanical otters gain {{prob}:.0%} physical and magic evasion","0","0","0",""
"","","","3","All mechanical otters gain {{prob}:.0%} physical and magic evasion","0","0","0",""
"","","","4","All mechanical otters gain {{prob}:.0%} physical and magic evasion","0","0","0",""
"","","","5","All mechanical otters gain {{prob}:.0%} physical and magic evasion","0","0","0",""
"","","","6","All mechanical otters gain {{prob}:.0%} physical and magic evasion","0","0","0",""
"","","","7","All mechanical otters gain {{prob}:.0%} physical and magic evasion","0","0","0",""
"","","","8","All mechanical otters gain {{prob}:.0%} physical and magic evasion. Allies adjacent to them also gain the same effect","0","0","0",""
"","","","9","All mechanical otters gain {{prob}:.0%} physical and magic evasion. Allies adjacent to them also gain the same effect","0","0","0",""
"","","","10","All mechanical otters gain {{prob}:.0%} physical and magic evasion. Allies adjacent to them also gain the same effect","0","0","0",""
"Mayer","5","Explosive Retrieval","1","Immediately detonate all deployed mechanical otters, dealing {{atk_scale}:.0%} magical damage to nearby enemies and stunning them for {stun} seconds. All detonated mechanical otters will be retrieved","40","0","0","Regen over time"
"","","","2","Immediately detonate all deployed mechanical otters, dealing {{atk_scale}:.0%} magical damage to nearby enemies and stunning them for {stun} seconds. All detonated mechanical otters will be retrieved","39","0","0",""
"","","","3","Immediately detonate all deployed mechanical otters, dealing {{atk_scale}:.0%} magical damage to nearby enemies and stunning them for {stun} seconds. All detonated mechanical otters will be retrieved","38","0","0",""
"","","","4","Immediately detonate all deployed mechanical otters, dealing {{atk_scale}:.0%} magical damage to nearby enemies and stunning them for {stun} seconds. All detonated mechanical otters will be retrieved","37","0","0",""
"","","","5","Immediately detonate all deployed mechanical otters, dealing {{atk_scale}:.0%} magical damage to nearby enemies and stunning them for {stun} seconds. All detonated mechanical otters will be retrieved","36","0","0",""
"","","","6","Immediately detonate all deployed mechanical otters, dealing {{atk_scale}:.0%} magical damage to nearby enemies and stunning them for {stun} seconds. All detonated mechanical otters will be retrieved","35","0","0",""
"","","","7","Immediately detonate all deployed mechanical otters, dealing {{atk_scale}:.0%} magical damage to nearby enemies and stunning them for {stun} seconds. All detonated mechanical otters will be retrieved","34","0","0",""
"","","","8","Immediately detonate all deployed mechanical otters, dealing {{atk_scale}:.0%} magical damage to nearby enemies and stunning them for {stun} seconds. All detonated mechanical otters will be retrieved","33","0","0",""
"","","","9","Immediately detonate all deployed mechanical otters, dealing {{atk_scale}:.0%} magical damage to nearby enemies and stunning them for {stun} seconds. All detonated mechanical otters will be retrieved","32","0","0",""
"","","","10","Immediately detonate all deployed mechanical otters, dealing {{atk_scale}:.0%} magical damage to nearby enemies and stunning them for {stun} seconds. All detonated mechanical otters will be retrieved","30","0","0",""
"Pramanix","5","Echo Reverb","1","Attack {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed","40","10","10","Regen over time"
"","","","2","Attack {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed","40","10","11",""
"","","","3","Attack {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed","40","10","12",""
"","","","4","Attack {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed","40","15","13",""
"","","","5","Attack {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed","40","15","14",""
"","","","6","Attack {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed","40","15","15",""
"","","","7","Attack {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed","40","20","16",""
"","","","8","Attack {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed","40","20","17",""
"","","","9","Attack {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed","40","20","18",""
"","","","10","Attack {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed","40","25","20",""
"Pramanix","5","Natural Shock","1","All enemies within attack range have {{def}:.0%} Defense and {{magic_resistance}:.0%} Magic resistance","40","10","10","Regen over time"
"","","","2","All enemies within attack range have {{def}:.0%} Defense and {{magic_resistance}:.0%} Magic resistance","40","11","11",""
"","","","3","All enemies within attack range have {{def}:.0%} Defense and {{magic_resistance}:.0%} Magic resistance","40","12","12",""
"","","","4","All enemies within attack range have {{def}:.0%} Defense and {{magic_resistance}:.0%} Magic resistance","40","13","14",""
"","","","5","All enemies within attack range have {{def}:.0%} Defense and {{magic_resistance}:.0%} Magic resistance","40","14","15",""
"","","","6","All enemies within attack range have {{def}:.0%} Defense and {{magic_resistance}:.0%} Magic resistance","40","15","16",""
"","","","7","All enemies within attack range have {{def}:.0%} Defense and {{magic_resistance}:.0%} Magic resistance","40","16","18",""
"","","","8","All enemies within attack range have {{def}:.0%} Defense and {{magic_resistance}:.0%} Magic resistance","40","17","20",""
"","","","9","All enemies within attack range have {{def}:.0%} Defense and {{magic_resistance}:.0%} Magic resistance","40","18","22",""
"","","","10","All enemies within attack range have {{def}:.0%} Defense and {{magic_resistance}:.0%} Magic resistance","40","20","25",""
"Shamare","5","Terminal Disease","1","Attack +{{atk}:.0%}, damage increase from talent increased by {scale_delta_to_one}x. Infinite duration","90","0","-1","Regen over time"
"","","","2","Attack +{{atk}:.0%}, damage increase from talent increased by {scale_delta_to_one}x. Infinite duration","88","0","-1",""
"","","","3","Attack +{{atk}:.0%}, damage increase from talent increased by {scale_delta_to_one}x. Infinite duration","86","0","-1",""
"","","","4","Attack +{{atk}:.0%}, damage increase from talent increased by {scale_delta_to_one}x. Infinite duration","84","0","-1",""
"","","","5","Attack +{{atk}:.0%}, damage increase from talent increased by {scale_delta_to_one}x. Infinite duration","82","0","-1",""
"","","","6","Attack +{{atk}:.0%}, damage increase from talent increased by {scale_delta_to_one}x. Infinite duration","80","0","-1",""
"","","","7","Attack +{{atk}:.0%}, damage increase from talent increased by {scale_delta_to_one}x. Infinite duration","78","0","-1",""
"","","","8","Attack +{{atk}:.0%}, damage increase from talent increased by {scale_delta_to_one}x. Infinite duration","76","0","-1",""
"","","","9","Attack +{{atk}:.0%}, damage increase from talent increased by {scale_delta_to_one}x. Infinite duration","74","0","-1",""
"","","","10","Attack +{{atk}:.0%}, damage increase from talent increased by {scale_delta_to_one}x. Infinite duration","70","0","-1",""
"Shamare","5","Curse Doll","1","Obtain a curse doll. Able to store up to 1 curse doll. Curse dolls will inflict {{atk}:.0%} Attack and Defense to nearby enemies after being deployed and self-destruct after 15 seconds","50","10","-1","Regen over time"
"","","","2","Obtain a curse doll. Able to store up to 1 curse doll. Curse dolls will inflict {{atk}:.0%} Attack and Defense to nearby enemies after being deployed and self-destruct after 15 seconds","48","10","-1",""
"","","","3","Obtain a curse doll. Able to store up to 1 curse doll. Curse dolls will inflict {{atk}:.0%} Attack and Defense to nearby enemies after being deployed and self-destruct after 15 seconds","46","10","-1",""
"","","","4","Obtain a curse doll. Able to store up to 1 curse doll. Curse dolls will inflict {{atk}:.0%} Attack and Defense to nearby enemies after being deployed and self-destruct after 15 seconds","44","10","-1",""
"","","","5","Obtain a curse doll. Able to store up to 1 curse doll. Curse dolls will inflict {{atk}:.0%} Attack and Defense to nearby enemies after being deployed and self-destruct after 15 seconds","42","10","-1",""
"","","","6","Obtain a curse doll. Able to store up to 1 curse doll. Curse dolls will inflict {{atk}:.0%} Attack and Defense to nearby enemies after being deployed and self-destruct after 15 seconds","40","10","-1",""
"","","","7","Obtain a curse doll. Able to store up to 1 curse doll. Curse dolls will inflict {{atk}:.0%} Attack and Defense to nearby enemies after being deployed and self-destruct after 15 seconds","38","10","-1",""
"","","","8","Obtain a curse doll. Able to store up to 1 curse doll. Curse dolls will inflict {{atk}:.0%} Attack and Defense to nearby enemies after being deployed and self-destruct after 15 seconds","36","10","-1",""
"","","","9","Obtain a curse doll. Able to store up to 1 curse doll. Curse dolls will inflict {{atk}:.0%} Attack and Defense to nearby enemies after being deployed and self-destruct after 15 seconds","34","10","-1",""
"","","","10","Obtain a curse doll. Able to store up to 1 curse doll. Curse dolls will inflict {{atk}:.0%} Attack and Defense to nearby enemies after being deployed and self-destruct after 15 seconds","30","10","-1",""
"Истина (Istina)","5","Absolute Focus","1","Reduce attack interval ({base_attack_time} seconds)","50","20","20","Regen over time"
"","","","2","Reduce attack interval ({base_attack_time} seconds)","49","20","21",""
"","","","3","Reduce attack interval ({base_attack_time} seconds)","48","20","22",""
"","","","4","Highly reduce attack interval ({base_attack_time} seconds)","47","20","23",""
"","","","5","Highly reduce attack interval ({base_attack_time} seconds)","46","20","24",""
"","","","6","Highly reduce attack interval ({base_attack_time} seconds)","45","20","25",""
"","","","7","Greatly reduce attack interval ({base_attack_time} seconds)","44","20","26",""
"","","","8","Greatly reduce attack interval ({base_attack_time} seconds)","43","20","27",""
"","","","9","Greatly reduce attack interval ({base_attack_time} seconds)","42","20","28",""
"","","","10","Massively reduce attack interval ({base_attack_time} seconds)","40","20","30",""
"Истина (Istina)","5","Literary Storm","1","Attack +{{atk}:.0%}, increase attack range and attack 1 additional target","50","0","20","Regen over time"
"","","","2","Attack +{{atk}:.0%}, increase attack range and attack 1 additional target","50","3","20",""
"","","","3","Attack +{{atk}:.0%}, increase attack range and attack 1 additional target","50","6","20",""
"","","","4","Attack +{{atk}:.0%}, increase attack range and attack 2 additional targets","50","10","22",""
"","","","5","Attack +{{atk}:.0%}, increase attack range and attack 2 additional targets","50","13","22",""
"","","","6","Attack +{{atk}:.0%}, increase attack range and attack 2 additional targets","50","16","22",""
"","","","7","Attack +{{atk}:.0%}, increase attack range and attack 2 additional targets","50","20","25",""
"","","","8","Attack +{{atk}:.0%}, increase attack range and attack 2 additional targets","50","23","25",""
"","","","9","Attack +{{atk}:.0%}, increase attack range and attack 2 additional targets","50","26","25",""
"","","","10","Attack +{{atk}:.0%}, increase attack range and attack 2 additional targets","50","30","25",""
"Glaucus","5","Parallel Reload","1","Attack +{{atk}:.0%}, attack an additional target","35","0","16","Regen over time"
"","","","2","Attack +{{atk}:.0%}, attack an additional target","35","2","17",""
"","","","3","Attack +{{atk}:.0%}, attack an additional target","35","4","18",""
"","","","4","Attack +{{atk}:.0%}, attack an additional target","35","6","19",""
"","","","5","Attack +{{atk}:.0%}, attack an additional target","35","8","20",""
"","","","6","Attack +{{atk}:.0%}, attack an additional target","35","10","21",""
"","","","7","Attack +{{atk}:.0%}, attack an additional target","35","12","22",""
"","","","8","Attack +{{atk}:.0%}, attack an additional target","35","14","23",""
"","","","9","Attack +{{atk}:.0%}, attack an additional target","35","16","24",""
"","","","10","Attack +{{atk}:.0%}, attack an additional target","35","20","25",""
"Glaucus","5","Counter EMP","1","Release a shockwave outwards, dealing {{atk_scale[normal]}:.0%} magical damage to nearby enemies and binding them (unable to move) for {frozen} seconds. If the enemy is a [Drone], damage is doubled and the effect is changed to stun.","40","10","0","Regen over time"
"","","","2","Release a shockwave outwards, dealing {{atk_scale[normal]}:.0%} magical damage to nearby enemies and binding them (unable to move) for {frozen} seconds. If the enemy is a [Drone], damage is doubled and the effect is changed to stun.","39","10","0",""
"","","","3","Release a shockwave outwards, dealing {{atk_scale[normal]}:.0%} magical damage to nearby enemies and binding them (unable to move) for {frozen} seconds. If the enemy is a [Drone], damage is doubled and the effect is changed to stun.","38","10","0",""
"","","","4","Release a shockwave outwards, dealing {{atk_scale[normal]}:.0%} magical damage to nearby enemies and binding them (unable to move) for {frozen} seconds. If the enemy is a [Drone], damage is doubled and the effect is changed to stun.","37","13","0",""
"","","","5","Release a shockwave outwards, dealing {{atk_scale[normal]}:.0%} magical damage to nearby enemies and binding them (unable to move) for {frozen} seconds. If the enemy is a [Drone], damage is doubled and the effect is changed to stun.","36","13","0",""
"","","","6","Release a shockwave outwards, dealing {{atk_scale[normal]}:.0%} magical damage to nearby enemies and binding them (unable to move) for {frozen} seconds. If the enemy is a [Drone], damage is doubled and the effect is changed to stun.","35","13","0",""
"","","","7","Release a shockwave outwards, dealing {{atk_scale[normal]}:.0%} magical damage to nearby enemies and binding them (unable to move) for {frozen} seconds. If the enemy is a [Drone], damage is doubled and the effect is changed to stun.","34","16","0",""
"","","","8","Release a shockwave outwards, dealing {{atk_scale[normal]}:.0%} magical damage to nearby enemies and binding them (unable to move) for {frozen} seconds. If the enemy is a [Drone], damage is doubled and the effect is changed to stun.","33","17","0",""
"","","","9","Release a shockwave outwards, dealing {{atk_scale[normal]}:.0%} magical damage to nearby enemies and binding them (unable to move) for {frozen} seconds. If the enemy is a [Drone], damage is doubled and the effect is changed to stun.","32","18","0",""
"","","","10","Release a shockwave outwards, dealing {{atk_scale[normal]}:.0%} magical damage to nearby enemies and binding them (unable to move) for {frozen} seconds. If the enemy is a [Drone], damage is doubled and the effect is changed to stun.","30","20","0",""
"Sora","5","Song of Slumber","1","Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}","60","30","7","Regen over time"
"","","","2","Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}","60","30","7",""
"","","","3","Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}","60","30","7",""
"","","","4","Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}","60","35","7",""
"","","","5","Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}","60","35","7",""
"","","","6","Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}","60","35","7",""
"","","","7","Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}","60","40","7",""
"","","","8","Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}","60","41","7",""
"","","","9","Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}","60","42","7",""
"","","","10","Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}","60","45","7",""
"Sora","5","Song of Battle","1","All allies within attack range gain Attack equal to {{atk}:.0%} of Sora's Attack","45","10","10","Regen over time"
"","","","2","All allies within attack range gain Attack equal to {{atk}:.0%} of Sora's Attack","45","10","11",""
"","","","3","All allies within attack range gain Attack equal to {{atk}:.0%} of Sora's Attack","45","10","12",""
"","","","4","All allies within attack range gain Attack equal to {{atk}:.0%} of Sora's Attack","45","15","15",""
"","","","5","All allies within attack range gain Attack equal to {{atk}:.0%} of Sora's Attack","45","15","16",""
"","","","6","All allies within attack range gain Attack equal to {{atk}:.0%} of Sora's Attack","45","15","17",""
"","","","7","All allies within attack range gain Attack equal to {{atk}:.0%} of Sora's Attack","45","20","20",""
"","","","8","All allies within attack range gain Attack equal to {{atk}:.0%} of Sora's Attack","45","21","23",""
"","","","9","All allies within attack range gain Attack equal to {{atk}:.0%} of Sora's Attack","45","22","26",""
"","","","10","All allies within attack range gain Attack equal to {{atk}:.0%} of Sora's Attack","45","25","30",""
"Tsukinogi","5","Traceless","1","All allies within attack range gain {{prob}:.0%} physical and magic evasion. Additionally, enemies lose stealth status","50","15","25","Regen over time"
"","","","2","All allies within attack range gain {{prob}:.0%} physical and magic evasion. Additionally, enemies lose stealth status","50","16","26",""
"","","","3","All allies within attack range gain {{prob}:.0%} physical and magic evasion. Additionally, enemies lose stealth status","50","17","27",""
"","","","4","All allies within attack range gain {{prob}:.0%} physical and magic evasion. Additionally, enemies lose stealth status","50","18","28",""
"","","","5","All allies within attack range gain {{prob}:.0%} physical and magic evasion. Additionally, enemies lose stealth status","50","19","29",""
"","","","6","All allies within attack range gain {{prob}:.0%} physical and magic evasion. Additionally, enemies lose stealth status","50","20","30",""
"","","","7","All allies within attack range gain {{prob}:.0%} physical and magic evasion. Additionally, enemies lose stealth status","50","21","31",""
"","","","8","All allies within attack range gain {{prob}:.0%} physical and magic evasion. Additionally, enemies lose stealth status","50","22","32",""
"","","","9","All allies within attack range gain {{prob}:.0%} physical and magic evasion. Additionally, enemies lose stealth status","50","23","33",""
"","","","10","All allies within attack range gain {{prob}:.0%} physical and magic evasion. Additionally, enemies lose stealth status","50","25","35",""
"Tsukinogi","5","Encircling Forest","1","Stops attacking enemies. Talent activation requirement is changed to {{talent@hp_ratio}:.0%} HP and the Shelter effect is increased to {talent_scale}x. All allies within attack range are healed for {{attack@atk_to_hp_recovery_ratio}:.0%} of Tsukinogi's Attack every second","57","10","15","Regen over time"
"","","","2","Stops attacking enemies. Talent activation requirement is changed to {{talent@hp_ratio}:.0%} HP and the Shelter effect is increased to {talent_scale}x. All allies within attack range are healed for {{attack@atk_to_hp_recovery_ratio}:.0%} of Tsukinogi's Attack every second","56","10","15",""
"","","","3","Stops attacking enemies. Talent activation requirement is changed to {{talent@hp_ratio}:.0%} HP and the Shelter effect is increased to {talent_scale}x. All allies within attack range are healed for {{attack@atk_to_hp_recovery_ratio}:.0%} of Tsukinogi's Attack every second","55","10","15",""
"","","","4","Stops attacking enemies. Talent activation requirement is changed to {{talent@hp_ratio}:.0%} HP and the Shelter effect is increased to {talent_scale}x. All allies within attack range are healed for {{attack@atk_to_hp_recovery_ratio}:.0%} of Tsukinogi's Attack every second","54","15","16",""
"","","","5","Stops attacking enemies. Talent activation requirement is changed to {{talent@hp_ratio}:.0%} HP and the Shelter effect is increased to {talent_scale}x. All allies within attack range are healed for {{attack@atk_to_hp_recovery_ratio}:.0%} of Tsukinogi's Attack every second","53","15","16",""
"","","","6","Stops attacking enemies. Talent activation requirement is changed to {{talent@hp_ratio}:.0%} HP and the Shelter effect is increased to {talent_scale}x. All allies within attack range are healed for {{attack@atk_to_hp_recovery_ratio}:.0%} of Tsukinogi's Attack every second","52","15","16",""
"","","","7","Stops attacking enemies. Talent activation requirement is changed to {{talent@hp_ratio}:.0%} HP and the Shelter effect is increased to {talent_scale}x. All allies within attack range are healed for {{attack@atk_to_hp_recovery_ratio}:.0%} of Tsukinogi's Attack every second","51","20","17",""
"","","","8","Stops attacking enemies. Talent activation requirement is changed to {{talent@hp_ratio}:.0%} HP and the Shelter effect is increased to {talent_scale}x. All allies within attack range are healed for {{attack@atk_to_hp_recovery_ratio}:.0%} of Tsukinogi's Attack every second","50","21","18",""
"","","","9","Stops attacking enemies. Talent activation requirement is changed to {{talent@hp_ratio}:.0%} HP and the Shelter effect is increased to {talent_scale}x. All allies within attack range are healed for {{attack@atk_to_hp_recovery_ratio}:.0%} of Tsukinogi's Attack every second","49","22","19",""
"","","","10","Stops attacking enemies. Talent activation requirement is changed to {{talent@hp_ratio}:.0%} HP and the Shelter effect is increased to {talent_scale}x. All allies within attack range are healed for {{attack@atk_to_hp_recovery_ratio}:.0%} of Tsukinogi's Attack every second","48","23","20",""
"Angelina","6","Secret Staff·Speed Charge Mode","1","Attack +{{atk}:.0%}. Automatic activation","10","0","20","Regen on attack"
"","","","2","Attack +{{atk}:.0%}. Automatic activation","10","0","21",""
"","","","3","Attack +{{atk}:.0%}. Automatic activation","10","0","22",""
"","","","4","Attack +{{atk}:.0%}. Automatic activation","10","0","25",""
"","","","5","Attack +{{atk}:.0%}. Automatic activation","10","0","26",""
"","","","6","Attack +{{atk}:.0%}. Automatic activation","10","0","27",""
"","","","7","Attack +{{atk}:.0%}. Automatic activation","10","0","30",""
