"Character","Rarity","Skill Name","Skill Level","Skill Description","SP Cost","Initial SP","Skill Duration","Charging Type"
"","","","10","Immediately deal {{atk_scale}:.0%} physical damage to all nearby enemies after deploying and seal their special abilities for {{silence}:.0f} seconds","0","0","0",""
"Cliffheart","5","Chain Hook","1","The next attack will pull the enemy towards self with small force, dealing {{atk_scale}:.0%} magical damage","7","0","0","Regen over time"
"","","","2","The next attack will pull the enemy towards self with small force, dealing {{atk_scale}:.0%} magical damage","7","0","0",""
"","","","3","The next attack will pull the enemy towards self with small force, dealing {{atk_scale}:.0%} magical damage","7","0","0",""
"","","","4","The next attack will pull the enemy towards self with medium force, dealing {{atk_scale}:.0%} magical damage","6","0","0",""
"","","","5","The next attack will pull the enemy towards self with medium force, dealing {{atk_scale}:.0%} magical damage","6","0","0",""
"","","","6","The next attack will pull the enemy towards self with medium force, dealing {{atk_scale}:.0%} magical damage","6","0","0",""
"","","","7","The next attack will pull the enemy towards self with medium force, dealing {{atk_scale}:.0%} magical damage","5","0","0",""
"","","","8","The next attack will pull the enemy towards self with medium force, dealing {{atk_scale}:.0%} magical damage","5","0","0",""
"","","","9","The next attack will pull the enemy towards self with medium force, dealing {{atk_scale}:.0%} magical damage","5","0","0",""
"","","","10","The next attack will pull the enemy towards self with large force, dealing {{atk_scale}:.0%} magical damage","4","0","0",""
"Cliffheart","5","Binding Chain","1","Immediately pull up to {{max_target}:.0f} enemies from a large area ahead towards self with small force, dealing {{atk_scale}:.0%} true damage and stunning them for {stun} seconds","25","10","0","Regen over time"
"","","","2","Immediately pull up to {{max_target}:.0f} enemies from a large area ahead towards self with small force, dealing {{atk_scale}:.0%} true damage and stunning them for {stun} seconds","24","10","0",""
"","","","3","Immediately pull up to {{max_target}:.0f} enemies from a large area ahead towards self with small force, dealing {{atk_scale}:.0%} true damage and stunning them for {stun} seconds","23","10","0",""
"","","","4","Immediately pull up to {{max_target}:.0f} enemies from a large area ahead towards self with medium force, dealing {{atk_scale}:.0%} true damage and stunning them for {stun} seconds","22","10","0",""
"","","","5","Immediately pull up to {{max_target}:.0f} enemies from a large area ahead towards self with medium force, dealing {{atk_scale}:.0%} true damage and stunning them for {stun} seconds","21","10","0",""
"","","","6","Immediately pull up to {{max_target}:.0f} enemies from a large area ahead towards self with medium force, dealing {{atk_scale}:.0%} true damage and stunning them for {stun} seconds","20","10","0",""
"","","","7","Immediately pull up to {{max_target}:.0f} enemies from a large area ahead towards self with medium force, dealing {{atk_scale}:.0%} true damage and stunning them for {stun} seconds","19","10","0",""
"","","","8","Immediately pull up to {{max_target}:.0f} enemies from a large area ahead towards self with medium force, dealing {{atk_scale}:.0%} true damage and stunning them for {stun} seconds","18","10","0",""
"","","","9","Immediately pull up to {{max_target}:.0f} enemies from a large area ahead towards self with medium force, dealing {{atk_scale}:.0%} true damage and stunning them for {stun} seconds","17","10","0",""
"","","","10","Immediately pull up to {{max_target}:.0f} enemies from a large area ahead towards self with large force, dealing {{atk_scale}:.0%} true damage and stunning them for {stun} seconds","15","10","0",""
"Snowsant","5","Barbed Hook","1","The next attack will pull the enemy towards self with small force, dealing {{atk_scale}:.0%} physical damage and slowing them for {sluggish} seconds.","7","0","0","Regen over time"
"","","","2","The next attack will pull the enemy towards self with small force, dealing {{atk_scale}:.0%} physical damage and slowing them for {sluggish} seconds.","7","0","0",""
"","","","3","The next attack will pull the enemy towards self with small force, dealing {{atk_scale}:.0%} physical damage and slowing them for {sluggish} seconds.","7","0","0",""
"","","","4","The next attack will pull the enemy towards self with medium force, dealing {{atk_scale}:.0%} physical damage and slowing them for {sluggish} seconds.","6","0","0",""
"","","","5","The next attack will pull the enemy towards self with medium force, dealing {{atk_scale}:.0%} physical damage and slowing them for {sluggish} seconds.","6","0","0",""
"","","","6","The next attack will pull the enemy towards self with medium force, dealing {{atk_scale}:.0%} physical damage and slowing them for {sluggish} seconds.","6","0","0",""
"","","","7","The next attack will pull the enemy towards self with medium force, dealing {{atk_scale}:.0%} physical damage and slowing them for {sluggish} seconds.","5","0","0",""
"","","","8","The next attack will pull the enemy towards self with medium force, dealing {{atk_scale}:.0%} physical damage and slowing them for {sluggish} seconds.","5","0","0",""
"","","","9","The next attack will pull the enemy towards self with medium force, dealing {{atk_scale}:.0%} physical damage and slowing them for {sluggish} seconds.","5","0","0",""
"","","","10","The next attack will pull the enemy towards self with large force, dealing {{atk_scale}:.0%} physical damage and slowing them for {sluggish} seconds.","5","0","0",""
"Snowsant","5","Retractable Electric Net","1","Fire a net forwards, pulling all enemies nearby the targeted location towards self with small force, dealing {{atk_scale}:.0%} magical damage and slowing them for {sluggish} seconds","27","10","0","Regen over time"
"","","","2","Fire a net forwards, pulling all enemies nearby the targeted location towards self with small force, dealing {{atk_scale}:.0%} magical damage and slowing them for {sluggish} seconds","26","10","0",""
"","","","3","Fire a net forwards, pulling all enemies nearby the targeted location towards self with small force, dealing {{atk_scale}:.0%} magical damage and slowing them for {sluggish} seconds","25","10","0",""
"","","","4","Fire a net forwards, pulling all enemies nearby the targeted location towards self with medium force, dealing {{atk_scale}:.0%} magical damage and slowing them for {sluggish} seconds","24","10","0",""
"","","","5","Fire a net forwards, pulling all enemies nearby the targeted location towards self with medium force, dealing {{atk_scale}:.0%} magical damage and slowing them for {sluggish} seconds","23","10","0",""
"","","","6","Fire a net forwards, pulling all enemies nearby the targeted location towards self with medium force, dealing {{atk_scale}:.0%} magical damage and slowing them for {sluggish} seconds","22","10","0",""
"","","","7","Fire a net forwards, pulling all enemies nearby the targeted location towards self with medium force, dealing {{atk_scale}:.0%} magical damage and slowing them for {sluggish} seconds","21","10","0",""
"","","","8","Fire a net forwards, pulling all enemies nearby the targeted location towards self with medium force, dealing {{atk_scale}:.0%} magical damage and slowing them for {sluggish} seconds","20","10","0",""
"","","","9","Fire a net forwards, pulling all enemies nearby the targeted location towards self with medium force, dealing {{atk_scale}:.0%} magical damage and slowing them for {sluggish} seconds","19","10","0",""
"","","","10","Fire a net forwards, pulling all enemies nearby the targeted location towards self with large force, dealing {{atk_scale}:.0%} magical damage and slowing them for {sluggish} seconds","17","10","0",""
"Manticore","5","Scorpion Venom","1","Every attack inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","0","0","-1","Passive"
"","","","2","Every attack inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","0","0","-1",""
"","","","3","Every attack inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","0","0","-1",""
"","","","4","Every attack inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","0","0","-1",""
"","","","5","Every attack inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","0","0","-1",""
"","","","6","Every attack inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","0","0","-1",""
"","","","7","Every attack inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","0","0","-1",""
"","","","8","Every attack inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","0","0","-1",""
"","","","9","Every attack inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","0","0","-1",""
"","","","10","Every attack inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","0","0","-1",""
"Manticore","5","Charging Poison Strike","1","Slows pre-attack animation, increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}. Attacked targets are stunned for {attack@stun} seconds","20","0","31","Regen over time"
"","","","2","Slows pre-attack animation, increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}. Attacked targets are stunned for {attack@stun} seconds","20","0","32",""
"","","","3","Slows pre-attack animation, increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}. Attacked targets are stunned for {attack@stun} seconds","20","0","33",""
"","","","4","Slows pre-attack animation, increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}. Attacked targets are stunned for {attack@stun} seconds","20","0","34",""
"","","","5","Slows pre-attack animation, increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}. Attacked targets are stunned for {attack@stun} seconds","20","0","35",""
"","","","6","Slows pre-attack animation, increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}. Attacked targets are stunned for {attack@stun} seconds","20","0","36",""
"","","","7","Slows pre-attack animation, increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}. Attacked targets are stunned for {attack@stun} seconds","20","5","37",""
"","","","8","Slows pre-attack animation, increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}. Attacked targets are stunned for {attack@stun} seconds","20","6","38",""
"","","","9","Slows pre-attack animation, increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}. Attacked targets are stunned for {attack@stun} seconds","20","8","39",""
"","","","10","Slows pre-attack animation, increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}. Attacked targets are stunned for {attack@stun} seconds","20","10","40",""
"FEater","5","Metallic Union","1","The next attack will push the target away with small force, inflicting {{move_speed}:.0%} movement speed for {{duration}:.0f} seconds","6","0","-1","Regen over time"
"","","","2","The next attack will push the target away with small force, inflicting {{move_speed}:.0%} movement speed for {{duration}:.0f} seconds","6","0","-1",""
"","","","3","The next attack will push the target away with small force, inflicting {{move_speed}:.0%} movement speed for {{duration}:.0f} seconds","6","0","-1",""
"","","","4","The next attack will push the target away with medium force, inflicting {{move_speed}:.0%} movement speed for {{duration}:.0f} seconds","6","0","-1",""
"","","","5","The next attack will push the target away with medium force, inflicting {{move_speed}:.0%} movement speed for {{duration}:.0f} seconds","6","0","-1",""
"","","","6","The next attack will push the target away with medium force, inflicting {{move_speed}:.0%} movement speed for {{duration}:.0f} seconds","6","0","-1",""
"","","","7","The next attack will push the target away with medium force, inflicting {{move_speed}:.0%} movement speed for {{duration}:.0f} seconds","6","0","-1",""
"","","","8","The next attack will push the target away with medium force, inflicting {{move_speed}:.0%} movement speed for {{duration}:.0f} seconds","5","0","-1",""
"","","","9","The next attack will push the target away with medium force, inflicting {{move_speed}:.0%} movement speed for {{duration}:.0f} seconds","5","0","-1",""
"","","","10","The next attack will push the target away with large force, inflicting {{move_speed}:.0%} movement speed for {{duration}:.0f} seconds","5","0","-1",""
"FEater","5","Collapsing Strike","1","Immediately rush forward and target the closest enemy in a straight line ahead, pushing back all enemies around the target with medium force and dealing {{atk_scale}:.0%} physical damage. Additionally, inflict {{move_speed}:.0%} movement speed to all targets for {{duration}:.0f} seconds","20","0","-1","Regen over time"
"","","","2","Immediately rush forward and target the closest enemy in a straight line ahead, pushing back all enemies around the target with medium force and dealing {{atk_scale}:.0%} physical damage. Additionally, inflict {{move_speed}:.0%} movement speed to all targets for {{duration}:.0f} seconds","20","0","-1",""
"","","","3","Immediately rush forward and target the closest enemy in a straight line ahead, pushing back all enemies around the target with medium force and dealing {{atk_scale}:.0%} physical damage. Additionally, inflict {{move_speed}:.0%} movement speed to all targets for {{duration}:.0f} seconds","20","0","-1",""
"","","","4","Immediately rush forward and target the closest enemy in a straight line ahead, pushing back all enemies around the target with medium force and dealing {{atk_scale}:.0%} physical damage. Additionally, inflict {{move_speed}:.0%} movement speed to all targets for {{duration}:.0f} seconds","19","0","-1",""
"","","","5","Immediately rush forward and target the closest enemy in a straight line ahead, pushing back all enemies around the target with medium force and dealing {{atk_scale}:.0%} physical damage. Additionally, inflict {{move_speed}:.0%} movement speed to all targets for {{duration}:.0f} seconds","19","0","-1",""
"","","","6","Immediately rush forward and target the closest enemy in a straight line ahead, pushing back all enemies around the target with medium force and dealing {{atk_scale}:.0%} physical damage. Additionally, inflict {{move_speed}:.0%} movement speed to all targets for {{duration}:.0f} seconds","19","0","-1",""
"","","","7","Immediately rush forward and target the closest enemy in a straight line ahead, pushing back all enemies around the target with large force and dealing {{atk_scale}:.0%} physical damage. Additionally, inflict {{move_speed}:.0%} movement speed to all targets for {{duration}:.0f} seconds","18","0","-1",""
"","","","8","Immediately rush forward and target the closest enemy in a straight line ahead, pushing back all enemies around the target with large force and dealing {{atk_scale}:.0%} physical damage. Additionally, inflict {{move_speed}:.0%} movement speed to all targets for {{duration}:.0f} seconds","17","0","-1",""
"","","","9","Immediately rush forward and target the closest enemy in a straight line ahead, pushing back all enemies around the target with large force and dealing {{atk_scale}:.0%} physical damage. Additionally, inflict {{move_speed}:.0%} movement speed to all targets for {{duration}:.0f} seconds","16","0","-1",""
